AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1392002,TRAP 28,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1392003,TRAP 29,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1392004,,CAT,TORBI-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-21,MED SEV,STRAY,OTC,,2025-08-21,EUTH,,MED SEV,DUMONT CIR X DUMONT CT,SAN JOSE,2025-08-21
A1392007,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2025-08-21,DEAD,DISPO REQ,FIELD,,2025-08-21,DISPOSAL,,DEAD,KYLE ST AND PENITENCIA CREEK RD,SAN JOSE,2025-08-21
A1392011,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,HEALTHY,STRAY,OTC,,2025-09-02,RTF,,BEH M,CLARDY PL X BOYNTON AVE,SAN JOSE,2025-09-02
A1392014,,DOG,BRINDLE-BN,WHITE,PIT BULL,FEMALE,2025-06-03,12 WEEKS,2025-08-21,MED SEV,STRAY,FIELD,,2025-08-21,EUTH,,MED SEV,ASBURY ST X TAYLOR,SAN JOSE,2025-08-27
A1392016,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-01,9 WEEKS,2025-08-21,NURSING,STRAY,OTC,,,,,,GLEN HARDY CT/GLEN HANLEIGH DR,SAN JOSE,2025-08-31
A1392017,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-01,9 WEEKS,2025-08-21,NURSING,STRAY,OTC,,,,,,GLEN HARDY CT/GLEN HANLEIGH DR,SAN JOSE,2025-09-09
A1392018,STEVIE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-08-01,9 WEEKS,2025-08-21,NURSING,STRAY,OTC,,2025-09-24,ADOPTION,,HEALTHY,GLEN HARDY CT/GLEN HANLEIGH DR,SAN JOSE,2025-09-24
A1392019,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-01,9 WEEKS,2025-08-21,NURSING,STRAY,OTC,,,,,,GLEN HARDY CT/GLEN HANLEIGH DR,SAN JOSE,2025-08-31
A1392024,INDIA,DOG,WHITE,,SIBERIAN HUSKY,SPAYED,2022-08-31,3 YEARS,2025-08-21,HEALTHY,STRAY,OTC,,2025-09-21,ADOPTION,,HEALTHY,E BROKAW/N 1ST ST,SAN JOSE,2025-09-21
A1392026,,CAT,GRAY,,DOMESTIC SH,MALE,2025-08-21,5 WEEKS,2025-08-21,NURSING,STRAY,MEDVET,,2025-09-23,EUTH,,MED SEV,2500 BLOCK GREENGATE,SAN JOSE,2025-09-23
A1392027,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-08-21,6 WEEKS,2025-08-21,NURSING,STRAY,MEDVET,,,,,,2500 BLOCK GREENGATE,SAN JOSE,2025-09-17
A1392028,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-18,4 WEEKS,2025-08-21,NURSING,STRAY,MEDVET,,2025-09-12,DIED,,MED SEV,2500 BLOCK GREENGATE,SAN JOSE,2025-09-16
A1392029,,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,2024-08-21,1 YEAR,2025-08-21,MED SEV,STRAY,MEDVET,,2025-08-26,EUTH,,MED SEV,2900 BLOCK CATALDI DR,SAN JOSE,2025-08-28
A1392030,FRANKIE,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-21,10 WEEKS,2025-08-21,MED R,STRAY,MEDVET,,2025-08-30,ADOPTION,,HEALTHY,1300 BLOCK SUNDOWN LANE,SAN JOSE,2025-08-30
A1392031,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2021-08-14,4 YEARS,2025-08-21,MED R,STRAY,MEDVET,,2025-08-23,RTF,,FERAL,800 BLOCK CAPE TOWN PLACE,SAN JOSE,2025-08-23
A1392036,BLUE,DOG,BROWN,BLACK,GERM SHEPHERD,MALE,2019-08-21,6 YEARS,2025-08-21,MED R,STRAY,OTC,,2025-08-21,RTO,,MED R,OLIVER DR/METROPOLITAN,SAN JOSE,2025-08-21
A1392040,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2023-09-03,1 YEAR 11 MONTHS,2025-08-25,DEAD,DISPO REQ,FIELD,,2025-08-25,DISPOSAL,,DEAD,N KING RD,SAN JOSE,2025-08-25
A1392041,MAZAPAN,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-21,6 MONTHS,2025-08-21,MED R,STRAY,OTC,IP ADOPT,2025-08-29,ADOPTION,,MED R,VILLA MONTEREY/LEWIS RD,SAN JOSE,2025-08-29
A1392046,,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2025-03-21,6 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-24,TRANSFER,,HEALTHY,LATONA CT/EPPLING LN,SAN JOSE,2025-08-24
A1392047,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,2025-03-21,6 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-24,TRANSFER,,HEALTHY,LATONA CT/EPPLING LN,SAN JOSE,2025-08-24
A1392048,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2025-06-01,12 WEEKS,2025-08-21,MED SEV,STRAY,OTC,,2025-08-27,EUTH,,MED SEV,RAMSGATE WAY/ MARKINGDON AVE,SAN JOSE,2025-08-27
A1392050,JIJI,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-04-21,5 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-27,ADOPTION,,HEALTHY,HARLISS AVE/ EDWARDS AVE,SAN JOSE,2025-08-27
A1392051,MYLA,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-21,RTO,,HEALTHY,MABURY RD / TIMOTHY RD,SAN JOSE,2025-08-21
A1392053,KIKI,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-21,6 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-28,ADOPTION,,HEALTHY,HARLISS AVE/ EDWARDS AVE,SAN JOSE,2025-08-28
A1392054,TOMBO,CAT,GRAY,,DOMESTIC SH,NEUTERED,2025-03-21,6 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-09-02,ADOPTION,,HEALTHY,HARLISS AVE/ EDWARDS AVE,SAN JOSE,2025-09-02
A1392055,,CAT,TABBY-ORG,,DOMESTIC MH,MALE,2025-07-24,10 WEEKS,2025-08-21,HEALTHY,STRAY,OTC,,,,,,S 8TH ST X MARGARET ST,SAN JOSE,2025-08-21
A1392056,,CAT,TABBY-BUFF,,DOMESTIC MH,MALE,2025-07-24,10 WEEKS,2025-08-21,HEALTHY,STRAY,OTC,,,,,,S 8TH ST X MARGARET ST,SAN JOSE,2025-08-21
A1392061,KEANU,DOG,BROWN,BLACK,GERM SHEPHERD,MALE,2024-08-22,1 YEAR 1 MONTH,2025-08-21,MED M,STRAY,OTC,,,,,MED M,CAMDEN/HILLDALE,SAN JOSE,2025-09-26
A1392062,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,DEAD,DISPO REQ,OTC,,2025-08-21,DISPOSAL,,DEAD,INDEPENDENCE DR/HUNKEN DR,SAN JOSE,2025-08-21
A1392063,CUDDLES,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-10,12 WEEKS,2025-08-21,MED R,STRAY,OTC,,2025-09-17,ADOPTION,,HEALTHY,COLDWATER DR/HAYWORTH DR,SAN JOSE,2025-09-17
A1392064,SNICKERS,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-07-10,12 WEEKS,2025-08-21,MED R,STRAY,OTC,,2025-09-16,ADOPTION,,HEALTHY,COLDWATER DR/HAYWORTH DR,SAN JOSE,2025-09-16
A1392065,,DOG,BLACK,,GERM SHEPHERD,MALE,,NO AGE,2025-08-21,DEAD,DISPO REQ,OTC OWNED,,2025-08-21,DISPOSAL,,DEAD,,SAN JOSE,2025-08-28
A1392067,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,2020-08-21,5 YEARS,2025-08-21,MED SEV,WILDLIFE,FIELD,,2025-08-21,TRANSFER,,MED SEV,100 BLOCK HOULTON CT,SAN JOSE,2025-08-21
A1392070,,CAT,WHITE,BLACK,DOMESTIC SH,MALE,2025-06-20,15 WEEKS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-24,TRANSFER,,HEALTHY,RYEGATE CT/ MCKEE,SAN JOSE,2025-08-24
A1392072,,CAT,WHITE,BLACK,DOMESTIC SH,MALE,2025-06-21,15 WEEKS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-24,TRANSFER,,HEALTHY,RYEGATE CT/ MCKEE,SAN JOSE,2025-08-24
A1392074,WOOLBY,OTHER,PT-LILAC,,RABBIT SH,UNKNOWN,2025-05-31,4 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,,,,,YERBA BUENA RD/SAN FELIPE RD,SAN JOSE,2025-09-26
A1392075,LILLIAN,DOG,BROWN,WHITE,ALASKAN HUSKY,SPAYED,2025-03-20,6 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,,,,,BASCOM AVE/ CAMDEN,SAN JOSE,2025-09-20
A1392076,,CAT,WHITE,TABBY-GRAY,DOMESTIC SH,FEMALE,2022-07-21,3 YEARS,2025-08-21,MED SEV,STRAY,OTC,,2025-08-21,EUTH,,MED SEV,KARL ST/SIMON AVE,SAN JOSE,2025-08-21
A1392077,BUBBA,DOG,TAN,WHITE,PIT BULL,MALE,2023-08-21,2 YEARS,2025-08-21,BEH U,STRAY,FIELD,,2025-08-28,EUTH,,BEH U,BRANHAM LN/ALMADEN EXP,SAN JOSE,2025-08-28
A1392079,DAISY,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-04-05,5 MONTHS,2025-08-21,MED R,STRAY,OTC,,2025-08-24,TRANSFER,,MED R,SUNNYHILLS DR/ DIXON RD,MILPITAS,2025-08-24
A1392082,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-06-25,8 WEEKS,2025-08-21,MED SEV,STRAY,OTC,,2025-08-21,EUTH,,MED SEV,DUANE ST/ALMADEN AVE,SAN JOSE,2025-08-21
A1392084,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-21,DEAD,DISPO REQ,OTC,,2025-08-21,DISPOSAL,,DEAD,SUNNYHILLS CT/ DIXON,MILPITAS,2025-08-21
A1392093,,CAT,GRAY,,DOMESTIC SH,FEMALE,2025-07-21,9 WEEKS,2025-08-21,NURSING,STRAY,EAC,,2025-09-20,DIED,,MED SEV,,SAN JOSE,2025-09-22
A1392094,NORA,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-07-21,10 WEEKS,2025-08-21,NURSING,STRAY,EAC,,,,,,,SAN JOSE,2025-09-19
A1392095,NICO,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-21,10 WEEKS,2025-08-21,NURSING,STRAY,EAC,,,,,,,SAN JOSE,2025-09-19
A1392096,,CAT,PT-LILAC,,DOMESTIC MH,UNKNOWN,,NO AGE,2025-08-22,MED SEV,STRAY,OTC,,2025-08-22,EUTH,,MED SEV,MCLAUGHLIN AVE/APPIAN LANE,SAN JOSE,2025-08-22
A1392097,MIUMIU,CAT,WHITE,GRAY,DOMESTIC SH,NEUTERED,2025-05-30,4 MONTHS,2025-08-22,HEALTHY,STRAY,OTC,IP ADOPT,2025-08-29,ADOPTION,,HEALTHY,GREENE DR X GRAVES,SAN JOSE,2025-08-29
A1392098,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2017-08-22,8 YEARS,2025-08-22,MED SEV,STRAY,FIELD,,2025-08-22,EUTH,,MED SEV,MERIDIAN AVE/WILLOW ST,SAN JOSE,2025-08-22
A1392099,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,NO AGE,2025-08-22,DEAD,DISPO REQ,OTC,,2025-08-22,DISPOSAL,,DEAD,SUNBEAM CIR X SUNSHINE CT,SAN JOSE,2025-08-22
A1392101,MILEY,OTHER,PT-LILAC,,RABBIT SH,FEMALE,,NO AGE,2025-08-22,MED R,STRAY,OTC,,2025-09-15,RESCUE,,MED R,COTTON TAIL AVE/CINDERELLA DR,SAN JOSE,2025-09-18
A1392114,BROWNIE,DOG,TAN,,POODLE MIN,NEUTERED,2022-08-24,3 YEARS,2025-08-22,MED R,STRAY,OTC,IP ADOPT,2025-08-27,ADOPTION,,HEALTHY,MUIRFIELD DR X SIERRA MEADOW DR,SAN JOSE,2025-08-27
A1392122,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2025-07-30,9 WEEKS,2025-08-22,MED R,STRAY,OTC,,,,,,PINE HOLLOW CIR/EDUCATION PARK DR,SAN JOSE,2025-08-22
A1392124,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-07-17,11 WEEKS,2025-08-22,MED R,STRAY,OTC,,,,,,ARCHER ST X STATE ST,SAN JOSE,2025-09-05
A1392125,,OTHER,GRAY,,TURTLE,UNKNOWN,,NO AGE,2025-08-22,MED EMERG,WILDLIFE,FIELD,,2025-08-22,EUTH,,MED EMERG,MONTEREY RD / TULLY RD,SAN JOSE,2025-09-03
A1392126,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-22,DEAD,DISPO REQ,OTC,,2025-08-22,DISPOSAL,,DEAD,SHADOWCREST WAY,SAN JOSE,2025-08-22
A1392127,MISTY,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2025-07-18,11 WEEKS,2025-08-22,HEALTHY,STRAY,OTC,,2025-09-13,ADOPTION,,HEALTHY,EAST SAN ANTONIO ST / S KING RD,SAN JOSE,2025-09-13
A1392128,RALPH,DOG,BLACK,WHITE,PARSON RUSS TER,NEUTERED,,NO AGE,2025-08-22,HEALTHY,STRAY,OTC,,2025-08-22,RTO,,HEALTHY,PARKMOOR AVE/MERIDIAN AVE,SAN JOSE,2025-08-22
A1392129,STERLING,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-18,11 WEEKS,2025-08-22,HEALTHY,STRAY,OTC,,2025-09-10,ADOPTION,,HEALTHY,EAST SAN ANTONIO ST / S KING RD,SAN JOSE,2025-09-10
A1392130,TOFU,CAT,WHITE,GRAY,DOMESTIC SH,NEUTERED,2025-07-18,11 WEEKS,2025-08-22,MED R,STRAY,OTC,,2025-09-21,ADOPTION,,HEALTHY,EAST SAN ANTONIO ST / S KING RD,SAN JOSE,2025-09-21
A1392131,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,1985-08-22,40 YEARS,2025-08-22,DEAD,DISPO REQ,FIELD,,2025-08-22,DISPOSAL,,DEAD,N STELLING RD/ALVES DR,CUPERTINO,2025-08-22
A1392132,SID,DOG,BLACK,TAN,PAPILLON,NEUTERED,2021-08-22,4 YEARS,2025-08-22,HEALTHY,STRAY,OTC,,2025-08-22,RTO,,HEALTHY,SILVERWOOD DR/WOODFORD DR,SAN JOSE,2025-08-22
A1392133,,DOG,GRAY,WHITE,PIT BULL,FEMALE,2015-08-22,10 YEARS,2025-08-22,MED EMERG,STRAY,FIELD,,2025-08-27,EUTH,,MED EMERG,1400 BLOCK MONTEREY,SAN JOSE,2025-08-27
A1392144,LUNA,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2023-08-26,2 YEARS,2025-08-22,HEALTHY,STRAY,OTC,,2025-09-10,ADOPTION,,HEALTHY,THE ALAMEDA / RACE ST,SAN JOSE,2025-09-10
A1392146,JAMESSIE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-06-28,14 WEEKS,2025-08-22,MED R,STRAY,OTC,,2025-09-04,ADOPTION,,HEALTHY,GOLDENLAKE RD/OLDBRIDGE RD,SAN JOSE,2025-09-04
A1392148,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-06-28,14 WEEKS,2025-08-22,MED R,STRAY,OTC,,2025-08-31,ADOPTION,,MED R,GOLDENLAKE RD/OLDBRIDGE RD,SAN JOSE,2025-08-31
A1392149,CUPID,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-06,12 WEEKS,2025-08-22,MED R,STRAY,OTC,,2025-09-14,ADOPTION,,MED R,GOLDENLAKE RD/OLD BRIDGE RD,SAN JOSE,2025-09-15
A1392150,,OTHER,GRAY,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-22,MED SEV,WILDLIFE,FIELD,,2025-08-22,TRANSFER,,MED SEV,5600 BLOCK COTTLE RD,SAN JOSE,2025-08-22
A1392152,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,2025-08-01,3 WEEKS,2025-08-22,MED SEV,STRAY,OTC,,2025-08-22,EUTH,,MED SEV,1900 BLOCK TULLY RD X BRAHAMS AVE,SAN JOSE,2025-08-22
A1392155,,OTHER,BROWN,GREEN,TURTLE,UNKNOWN,,NO AGE,2025-08-22,HEALTHY,STRAY,FIELD,,2025-08-24,RESCUE,,HEALTHY,600 BLOCK CRYSTAL CT,SAN JOSE,2025-08-24
A1392165,SUNNY,OTHER,WHITE,BROWN,RABBIT SH,FEMALE,2024-12-31,9 MONTHS,2025-08-22,HEALTHY,STRAY,OTC,,,,,,OCALA AVE/CAPITOL EXPY,SAN JOSE,2025-09-12
A1392166,MISTY,DOG,GRAY,WHITE,PIT BULL,SPAYED,2023-08-23,2 YEARS,2025-08-22,HEALTHY,STRAY,OTC,,2025-09-09,ADOPTION,,HEALTHY,E CAPITOL/ ABORN RD,SAN JOSE,2025-09-09
A1392175,ROLLIE POLLIE,DOG,BLACK,WHITE,LABRADOR RETR,SPAYED,2024-05-22,1 YEAR 4 MONTHS,2025-08-22,HEALTHY,CONFISCATE,ASO,,,,,,,SAN JOSE,2025-09-19
A1392176,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-21,10 WEEKS,2025-08-22,NURSING,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-09-17
A1392187,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,1975-08-23,50 YEARS,2025-08-23,DEAD,DISPO REQ,FIELD,,2025-08-23,DISPOSAL,,DEAD,SNELL AVE/TRADEWINDS DR,SAN JOSE,2025-08-23
A1392191,,CAT,BLACK,,DOMESTIC MH,MALE,2025-07-19,11 WEEKS,2025-08-23,MED R,STRAY,OTC,,2025-08-24,TRANSFER,,MED R,AIDA AVE/ENESCO AVE,SAN JOSE,2025-08-27
A1392192,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-15,6 WEEKS,2025-08-23,MED SEV,STRAY,OTC,,2025-08-24,EUTH,,MED SEV,DE ROSA WAY/STOKE AVE,SAN JOSE,2025-08-24
A1392195,,CAT,GRAY,,DOMESTIC SH,NEUTERED,2025-07-19,11 WEEKS,2025-08-23,HEALTHY,STRAY,OTC,,2025-09-14,ADOPTION,,HEALTHY,SUNDOWN LANE/MURTHA DR,SAN JOSE,2025-09-14
A1392196,,CAT,GRAY,,DOMESTIC SH,NEUTERED,2025-07-19,11 WEEKS,2025-08-23,HEALTHY,STRAY,OTC,,2025-09-15,ADOPTION,,HEALTHY,SUNDOWN LANE/MURTHA DR,SAN JOSE,2025-09-15
A1392198,NALA,DOG,BLACK,,MALTESE,SPAYED,2023-08-23,2 YEARS,2025-08-23,HEALTHY,STRAY,OTC,,2025-08-28,ADOPTION,,HEALTHY,MONTEREY HWY/BLOSSOM HILL RD,SAN JOSE,2025-08-28
A1392199,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2025-07-23,5 WEEKS,2025-08-23,MED SEV,STRAY,OTC,,2025-08-23,EUTH,,MED SEV,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-25
A1392200,NALA,DOG,BLACK,TAN,GERM SH POINT,FEMALE,2024-11-20,10 MONTHS,2025-08-23,HEALTHY,STRAY,OTC,,2025-08-24,RTO,,HEALTHY,S 21ST ST X E SAN ANTONIO ST,SAN JOSE,2025-08-24
A1392201,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-23,10 WEEKS,2025-08-23,MED SEV,STRAY,OTC,,2025-08-24,TRANSFER,,MED SEV,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-24
A1392201,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-23,10 WEEKS,2025-08-24,MED SEV,TRANSFER,MEDVET,,2025-08-25,RESCUE,,MED R,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-25
A1392202,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,2025-07-23,10 WEEKS,2025-08-23,MED SEV,STRAY,OTC,,2025-08-24,TRANSFER,,MED SEV,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-24
A1392202,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,2025-07-23,10 WEEKS,2025-08-24,MED SEV,TRANSFER,MEDVET,,2025-08-25,RESCUE,,MED R,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-25
A1392203,GOOSEBERRY,DOG,TAN,,GERM SHEPHERD,SPAYED,2023-08-23,2 YEARS,2025-08-23,HEALTHY,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,ALMADEN AVE/CURTNER AVE,SAN JOSE,2025-09-19
A1392204,SONAR,DOG,WHITE,BROWN,PIT BULL,NEUTERED,2025-03-10,6 MONTHS,2025-08-23,HEALTHY,STRAY,OTC,,2025-09-09,ADOPTION,,HEALTHY,S 11TH ST/280 NB,SAN JOSE,2025-09-09
A1392210,SQUISHY,DOG,BROWN,BLACK,CHIHUAHUA SH,SPAYED,2024-08-23,1 YEAR 1 MONTH,2025-08-23,HEALTHY,STRAY,OTC,,2025-08-29,ADOPTION,,HEALTHY,MCKEE RD/EL RANCHO VERDE,SAN JOSE,2025-08-29
A1392213,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-23,PREGNANT,STRAY,OTC,,2025-08-29,RTF,,FERAL,MCKEE RD X LA PALA DR,SAN JOSE,2025-09-24
A1392218,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2024-08-23,1 YEAR,2025-08-23,DEAD,DISPO REQ,OTC,,2025-08-23,DISPOSAL,,DEAD,PAULA ST,SAN JOSE,2025-08-23
A1392219,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-23,MED SEV,STRAY,OTC,,2025-09-06,RTF,,FERAL,MANFERD ST X LEVIN ST,MILPITAS,2025-09-06
A1392222,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2025-04-25,5 MONTHS,2025-08-23,MED R,STRAY,OTC,,,,,,E CAPITOL AVE/S MILPITAS BLVD,MILPITAS,2025-09-25
A1392223,,CAT,WHITE,BLACK,DOMESTIC SH,MALE,2025-04-25,5 MONTHS,2025-08-23,MED R,STRAY,OTC,,,,,,E CAPITOL AVE/S MILPITAS BLVD,MILPITAS,2025-09-17
A1392224,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2025-04-25,5 MONTHS,2025-08-23,MED R,STRAY,OTC,,,,,,E CAPITOL AVE/S MILPITAS BLVD,MILPITAS,2025-09-10
A1392227,,OTHER,BROWN,,BAT,UNKNOWN,,NO AGE,2025-08-23,MED R,WILDLIFE,FIELD,,2025-08-23,TRANSFER,,MED R,10100 BLOCK PASADENA AVE,CUPERTINO,2025-08-23
A1392228,,DOG,GRAY,,PIT BULL,FEMALE,,NO AGE,2025-08-23,DEAD,DISPO REQ,OTC,,2025-08-23,DISPOSAL,,DEAD,N CAPITOL AVE/MCKEE RD,SAN JOSE,2025-08-23
A1392229,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-08,12 WEEKS,2025-08-23,HEALTHY,STRAY,OTC,,2025-08-24,TRANSFER,,HEALTHY,PEACHTREE LN X MONROE ST,SAN JOSE,2025-08-24
A1392230,,BIRD,YELLOW,BLACK,PARAKEET,UNKNOWN,2024-08-23,1 YEAR 1 MONTH,2025-08-23,HEALTHY,STRAY,FIELD,,2025-08-26,RESCUE,,HEALTHY,PENITENCIA CREEK RD/VIECEROY WAY,SAN JOSE,2025-08-26
A1392231,,BIRD,GREEN,BLACK,PARAKEET,UNKNOWN,2024-08-23,1 YEAR 1 MONTH,2025-08-23,HEALTHY,STRAY,FIELD,,2025-08-26,RESCUE,,HEALTHY,PENITENCIA CREEK RD/VIECEROY WAY,SAN JOSE,2025-08-26
A1392233,,DOG,WHITE,BROWN,MALTESE,UNKNOWN,,NO AGE,2025-08-23,HEALTHY,STRAY,FOUND,,2025-09-26,FOUND ANIM,,HEALTHY,FOXWORTHY/ OLD ALMADEN,SAN JOSE,2025-09-26
A1392234,SARAH ANNIE WINCHESTER,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-07-08,12 WEEKS,2025-08-23,MED R,STRAY,OTC,,2025-09-02,ADOPTION,,HEALTHY,GOLDENLAKE RD & OLDBRIDGE RD,SAN JOSE,2025-09-02
A1392235,WILMA,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2025-07-08,12 WEEKS,2025-08-23,MED R,STRAY,OTC,,2025-09-04,ADOPTION,,HEALTHY,GOLDENLAKE RD & OLDBRIDGE RD,SAN JOSE,2025-09-04
A1392237,,DOG,BLACK,,HAVANESE,MALE,2024-10-26,11 MONTHS,2025-08-23,HEALTHY,CONFISCATE,ASO,,2025-09-08,RESCUE,,HEALTHY,,SAN JOSE,2025-09-08
A1392238,CRUMPET,DOG,BROWN,WHITE,CHIHUAHUA SH,MALE,2018-08-26,7 YEARS,2025-08-23,MED M,CONFISCATE,ASO,,2025-09-16,RESCUE,,MED M,,SAN JOSE,2025-09-16
A1392239,,DOG,WHITE,,CHIHUAHUA LH,MALE,2025-03-23,6 MONTHS,2025-08-23,HEALTHY,CONFISCATE,POLICE,,2025-09-08,RESCUE,,HEALTHY,,SAN JOSE,2025-09-08
A1392240,,DOG,WHITE,,CHIHUAHUA LH,MALE,2022-08-23,3 YEARS,2025-08-23,HEALTHY,CONFISCATE,POLICE,,2025-09-08,RESCUE,,HEALTHY,,SAN JOSE,2025-09-08
A1392241,,DOG,TAN,,CHIHUAHUA SH,FEMALE,2022-08-23,3 YEARS,2025-08-23,HEALTHY,CONFISCATE,POLICE,,2025-09-08,RESCUE,,HEALTHY,,SAN JOSE,2025-09-08
A1392242,SUGAR COOKIE,DOG,WHITE,TAN,CHIHUAHUA SH,SPAYED,2020-08-23,5 YEARS,2025-08-23,HEALTHY,CONFISCATE,POLICE,,2025-09-16,RESCUE,,HEALTHY,,SAN JOSE,2025-09-16
A1392243,,DOG,BLACK,,CHIHUAHUA SH,FEMALE,2022-08-23,3 YEARS,2025-08-23,HEALTHY,CONFISCATE,ASO,,2025-09-08,RESCUE,,HEALTHY,,SAN JOSE,2025-09-11
A1392244,MEEMAW,DOG,TAN,,CHIHUAHUA SH,SPAYED,2013-08-23,12 YEARS,2025-08-23,HEALTHY,CONFISCATE,POLICE,,2025-09-16,RESCUE,,HEALTHY,,SAN JOSE,2025-09-16
